title,type,description,disciplines,organization,keywords,program_work_experience_required,url
Feodor Lynen Research Fellowship,Type: Post-doctoral Fellowships,"The Feodor Lynen Research Fellowship supports German postdoctoral and experienced researchers with research abroad. The fellowship enables researchers with above-average qualifications from Germany at all career levels and in all disciplines to conduct research with members of the Humboldt Network around the world. As a Feodor Lynen Research Fellow, you will benefit from individual support from the Humboldt Foundation and diverse sponsorship portfolios. Postdocs may apply for a 6- to 24-month fellowship, and experienced researchers for a 6- to 18-month fellowship that can be split into up to three stays over the course of three years. The fellowship amount varies by target country and life situation.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Communications, Engineering, Public Service, Technology, Law, International Affairs",Alexander von Humboldt Foundation,"Keywords: Abroad, Experienced Researcher, Germany, Postdoctoral Research, Postdoctoral Researchers, Research Abroad, Research Fellowships, Researcher","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/feodor-lynen-research-fellowship/
Carl Zeiss Humboldt Research Award,Type: Professional Fellowships,"The Carl Zeiss Humboldt Research Award is aimed at researchers in the science, technology, engineering, and mathematics (STEM) disciplines who wish to collaborate with specialist colleagues in the federal states where the Carl Zeiss Foundation provides sponsorship. The Carl Zeiss Humboldt Research Award honors researchers who have had a lasting effect on their discipline beyond their immediate research area and who moreover contribute to promoting diversity in the STEM disciplines. Each award is valued at 100,000 EUR. In addition to this award amount, the Foundation can provide further funding of 50,000 EUR to cover costs arising from the award winner’s collaboration.","Disciplines: Science, Engineering, Technology",Alexander von Humboldt Foundation,"Keywords: Abroad, Germany, International Researchers, Research Abroad, Research Award, Research in Germany, Researcher, STEM Discipline","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/carl-zeiss-humboldt-research-award/
Capes-Humboldt Research Fellowship,Type: Post-doctoral Fellowships,"The Capes-Humboldt Research Fellowship supports Brazilian postdoctoral researchers and experienced researchers with research in Germany. As a fellow, you will benefit from individual support from the Humboldt Foundation and diverse sponsorship portfolios. The Capes-Humboldt Research Fellowship allows Brazilian researchers to conduct their own research at various stages of their careers in collaboration with a host at a German research institution of their choice. Host institutes will generally receive a subsidy toward research costs. The fellowship amount is €3,100. Fellowships may last from 6 to 24 months.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Communications, Engineering, Public Service, Technology, Law, International Affairs",Alexander von Humboldt Foundation,"Keywords: Abroad, Brazil, Experienced Researcher, Germany, Postdoctoral Researcher, Research Abroad, Research Fellowships","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/capes-humboldt-research-fellowship/
Alexander von Humboldt Professorship,Type: Professional Fellowships,"The Humboldt Professorship enables the holder to conduct forward-thinking, long-term research at universities and research institutions in Germany and makes a sustainable contribution to Germany’s ability to compete internationally as a location for research. The Foundation is keen to award more Alexander von Humboldt Professorships to women academics. The fellowship also focuses on Artificial Intelligence. Nominations may be submitted by German universities for exceptionally qualified world leaders in their fields who are established as academics abroad and would be eligible to be appointed to a professorship in Germany. The award amount totals €5 million for a period of five years.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Communications, Engineering, Public Service, Technology, Law, International Affairs",Alexander von Humboldt Foundation,"Keywords: Abroad, Academic Research, Artificial Intelligence, Experienced Researcher, Germany, Long Term Research, Professorship, Research Abroad, Research Award, Research Fellowships, Researchers, Women, World Leader","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/alexander-von-humboldt-professorship/
Nonprofit and Public Interest Fellowship,Type: Professional Fellowships,"The Nonprofit and Public Interest Fellowship is a full-time in-person fellowship with an optional final project to support public interest organizations in achieving policy impact. Admitted organizations will be given the opportunity to pitch a project at the completion of the boot camp, and the nonprofit with the best project will receive up to $50,000 to support that work. Seeking for US-based organizations working in the public interest that want to build a capacity to change policy, organizations focused on science, technology, cybersecurity, or a related field will get priority. Every organization will designate one primary leader to participate in the training program. Participants will be paid a $6,000 honoraria to defray the costs of participating in the in-person fellowship in the Bay Area.","Disciplines: Social Sciences / Liberal Arts, Science, Public Service, Technology",The Aspen Institute,"Keywords: Bay Area, Change Policy, Non-profit, Nonprofit Leaders, Nonprofit Organization, Policy Impact, Policymaking, Public Interest, Public Policy","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/nonprofit-and-public-interest-fellowship/
Gloria Barron Wilderness Society Scholarship,"Type: Doctoral Fellowships, Masters Fellowships","The Gloria Barron Wilderness Society Scholarship provides graduate awards of $25,000 to individuals who have the potential to make a significant positive difference in understanding wilderness and how to protect it. Graduate students must prepare a paper on an aspect of wilderness. Applicants for the Gloria Barron Wilderness Society Scholarship must be currently enrolled in an accredited graduate institution in North America at the time of application; have strong academic qualifications; and have academic and/or career goals focused on making a significant positive difference in the long-term protection of wilderness in the United States.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law",The Wilderness Society,"Keywords: Animal Health, Animal Science, Climate Ch, Conservation, Environment, Environmental Conservation, Forestry, Sustainability, Wildlife",Work Experience: Any,https://www.profellow.com/fellowship/gloria-barron-wilderness-society-scholarship/
Blue Ridge Labs Fellowship,Type: Professional Fellowships,"The Blue Ridge Labs Fellowship is an 18-week intensive program that improves the lives of New Yorkers experiencing poverty. Fellows apply to one of four roles – expert, engineer, product manager, or UI/UX designer. Applications are open to individuals with a background in tech, development, expertise in poverty-related issues, or lived experience and a commitment to solving real problems communities experiencing poverty face. Fellows spend two months doing intensive, community-centric research on the scope and defining potential solutions. They then have another two months to build, test, and launch their ideas. A full-time stipend of $25,000, health insurance reimbursement, and a research budget will be provided.","Disciplines: Social Sciences / Liberal Arts, Engineering, Technology",Blue Ridge Labs,"Keywords: New York, New York City, Poverty, Product Manager, Social Impact, Technologist, UI Designer, UX Designer","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/blue-ridge-labs-fellowship/
University of Iowa Master’s of Public Health in Biostatistics,Type: Fully Funded Masters,"The MPH in Biostatistics at the University of Iowa (Iowa City, IA) is designed to train public health professionals who can provide leadership in the analysis of public health data and the design of studies for public health investigations. The Department of Biostatistics in the College of Public Health at the University of Iowa has multiple sources of financial aid available for graduate students. Most biostatistics graduate students receive some form of financial aid in the form of assistantships and fellowships.","Disciplines: Medicine / Health Sciences, Technology",University of Iowa,"Keywords: Bioinformatics, Biostatistics, Data Science, Epidemiology, Fully Funded Master's, Informatics, Public Health, Statistics",Work Experience: Any,https://www.profellow.com/fellowship/university-of-iowa-masters-of-public-health-in-biostatistics/
Judicial Innovation Fellowship (JIF),Type: Professional Fellowships,"The Judicial Innovation Fellowship (JIF) is an 11-month fellowship for technology leaders to help transform justice across state, local, territorial, and tribal courts. Each fellowship will be a little different, as each placement is for a different project and in a different court. Applicants are mission-driven technologists, designers, data scientists, and product people who want to improve justice in America. At least two years of work experience in a relevant field. The salary bands for this position are between $85,000 and $100,000 plus other benefits.",Disciplines: Technology,Georgetown University Law Center,"Keywords: Data Engineering, Data Scientist, Design Project, Judicial Innovation, Technologist","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/judicial-innovation-fellowship-jif/
Leadership Brainery Ambassador Fellowship,Type: Undergraduate Fellowships,"The Leadership Brainery Ambassador Fellowship equips high-achieving college student leaders of color with the skills and resources to prepare for graduate school. This fellowship is a cohort for 18 months, from their junior through senior year, to develop personally and professionally, ensure they meet the necessary admissions prerequisite and requirements, build social capital with peers and industry leaders, and remain on track for postgraduate enrollment. 20 Ambassadors are selected from a competitive pool of rising juniors enrolled in universities throughout Greater Boston. Each Ambassador is awarded a $10,000 scholarship at the beginning of their first semester in graduate school.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Leadership Brainery,"Keywords: Boston, College Students, Greater Boston, Minorities, Student of Color",Work Experience: Any,https://www.profellow.com/fellowship/leadership-brainery-ambassador-fellowship/
CHLI Communications Fellowship Program,Type: Professional Fellowships,"The CHLI Communications Fellowship Program provides recent college graduates with the opportunity to assist the Communications and Marketing Director in the execution of CHLI’s communication and marketing strategy for the organization. The program places fellows with a national non-profit based in Washington, D.C., in the heart of policymaking. Fellows gain educational and hands-on experience in areas related to publications, web development, podcasts, blogs, traditional media, and social media engagement. The Fellowship provides a monthly stipend and paid travel to Washington D.C","Disciplines: Social Sciences / Liberal Arts, Business, Communications, Technology",Congressional Hispanic Leadership Institute (CHLI),"Keywords: nonprofit, Recent graduates, Washington DC",Work Experience: Any,https://www.profellow.com/fellowship/chli-communications-fellowship-program/
RSE Personal Research Fellowships,Type: Professional Fellowships,"RSE Personal Research Fellowships allow eligible applicants to take up to twelve months to focus on a research project of their choice. The award provides funding for the appointment of a temporary replacement to enable the awardee to take research leave, either in their own institution or elsewhere, while remaining in continuous employment with their present employer. In addition to funding the salary, this grant funds research costs for the awardee. Fellowships are open to early and mid-career researchers. Applicants must be existing members of academic staff on open-ended or continuing contracts in a Higher Education Institution (HEI), Research Institution (RI), or Cultural Institution (CI) in Scotland.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",The Royal Society of Edinburgh,"Keywords: Early Career, Early Career Researchers, Higher Education, Mid Career researchers, Mid-Career, Research Fellowship, Research Funding, Research Projects, Researchers, Scotland","Work Experience: 0-5, 5-10",https://www.profellow.com/fellowship/rse-personal-research-fellowships/
Google Public Policy Fellowship,"Type: Masters Fellowships, Undergraduate Fellowships","The Google Public Policy Fellowship program is held in markets across the United States, Europe, and Emerging Markets. It offers undergraduate, graduate, and law students interested in internet and technology policy the opportunity to spend a semester contributing to the public dialogue on these issues and exploring future academic and professional interests. Fellows will have the opportunity to work at public interest organizations at the forefront of debates on tech policy issues or public affairs consultancies with expertise in the policy strategy space.","Disciplines: Public Service, Technology, Law, International Affairs",Google Policy Fellowship,"Keywords: Graduate Students, Internet Policy, Internet Policy Fellowship, Law Student, Public Affairs, Public Interest Law, Public Policy, Public Service, Technologist, Undergraduate Students","Work Experience: 0-5, 5-10",https://www.profellow.com/fellowship/google-public-policy-fellowship/
Digital Research Visiting Fellowships,Type: Post-doctoral Fellowships,"These Digital Research Visiting Fellowships of between two and four months are intended to encourage outstanding, digitally-focussed, interdisciplinary research, international scholarly collaboration, and networking activities of Visiting Research Fellows with a specific focus on the digital. Fellows will be expected to give two presentations about their research during their stay, one of which will be organized by CDCS. A bursary of up to £2,600 will be offered to successful candidates to contribute towards travel and subsistence costs.",Disciplines: Technology,University of Edinburgh (IASH),"Keywords: Data and Digital Services, Digital, Digital Media, Doctorate, Edinburgh, Interdisciplinary Research, International Scholars, Visiting Fellowship, Visiting Researchers","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/digital-research-visiting-fellowships/
Georg Forster Research Fellowship for Sustainable Development,Type: Post-doctoral Fellowships,"The Alexander von Humboldt Foundation grants the Georg Forster Research Fellowship to postdoctoral and experienced researchers who are contributing to sustainable development. Researchers in all disciplines from developing and emerging countries can apply who have above-average qualifications. The Fellowship enables them to conduct their own research at various stages of their career in collaboration with a host at a German research institution of their choice. Fellowships may last from 6 to 24 months and can be divided into up to three stays within three years. Applications are reviewed for this program meets every February, June, and October.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",Alexander von Humboldt Foundation,"Keywords: Experienced Researcher, Germany, Postdoctoral Research, Postdoctoral Researchers, Research Fellowships, Research in Germany, Researchers, sustainable development","Work Experience: 0-5, 5-10, 10+",https://www.profellow.com/fellowship/georg-forster-research-fellowship-for-sustainable-development/
W.E.B. Du Bois Fellowship in Support of Diversity and Inclusion,"Type: Doctoral Fellowships, Masters Fellowships, Summer Fellowships","The W.E.B. Du Bois Fellowship is open to graduate students currently enrolled in a U.S. college or university and is focused on students who identify as a member of a racial or ethnic minority group that has been underrepresented in the field of polling research. Fellowship efforts are primarily focused on the development of introductory-level instructional materials in public opinion survey research for use by educators. W.E.B. Du Bois Fellows receive a $5,000 stipend for the summer, as well as complimentary AAPOR membership. The entire Fellowship program is conducted online; Ithaca residence is not required.","Disciplines: Education, Social Sciences / Liberal Arts, Public Service, Technology","Roper Center, Cornell University","Keywords: Educator, Graduate Students, Ithaca, Minority, Online Fellowship, Opinion Polling, Public Policy, Racial and Ethnic Groups, Racial Minorities, Survey Research, Virtual",Work Experience: Any,https://www.profellow.com/fellowship/w-e-b-du-bois-fellowship-in-support-of-diversity-and-inclusion/
ShareTheMicInCyber Fellowship Program,Type: Professional Fellowships,"#ShareTheMicInCyber (#STMIC) is a movement that seeks to enhance diversity and address the challenges raised by systemic racism in the field of cybersecurity. The #STMIC Fellowship, hosted in partnership between #ShareTheMicInCyber and New America, provides a platform to raise up under-represented mid-career cybersecurity professionals or those transitioning into cybersecurity. It aims to support new independent research and enhance projects while also providing opportunities for professional development to further Fellows’ careers in cybersecurity. Within the Fellowship are two tracks, Research and Impact: Applicants are individuals who work within cybersecurity or are looking to transition into cybersecurity.",Disciplines: Technology,New America,"Keywords: Anti-Black Racism, Black Communities, Cyber Security, Cybersecurity, Racism, ShareTheMicInCyber",Work Experience: Any,https://www.profellow.com/fellowship/sharethemicincyber-fellowship-program/
FAS International Agricultural Fellowship,Type: Masters Fellowships,"The USDA’s Foreign Agricultural Service (FAS) is now seeking applicants for the 2024 FAS International Agricultural Fellowship Program (IAFP). The IAFP encourages the application of individuals interested in promoting U.S. agriculture in foreign markets and advancing international food security through careers as Foreign Service Officers in the Foreign Agricultural Service, a uniquely rewarding public service career. The program encourages the application of members of minority groups historically underrepresented in USDA and those with financial need. It is open to U.S. students and alumni of any accredited university and with any undergraduate major.","Disciplines: Medicine / Health Sciences, Science, Business, Engineering, Public Service, International Affairs",U.S. Department of Agriculture (USDA),"Keywords: Agribusiness, Agricultural Economics, Agricultural Service, Farming, Federal Government, Foreign Service, Full Funding, Graduate Fellowships, Masters Funding, Minority, Underrepresented, USDA",Work Experience: Any,https://www.profellow.com/fellowship/foreign-agricultural-service-diversity-fellowship-program/
GAANN Fellowship in Cyber-Security of Power Systems,Type: Doctoral Fellowships,"The Graduate Assistance in Areas of National Need (GAANN) Fellowship in Cyber-Security of Power Systems is available for NC State graduate students who intend to become university teachers and/or researchers. Fellows must pursue an interdisciplinary course of study, combining a major in one of the participating departments with a minor and research project in power systems. The Fellowship is awarded based on academic performance and financial need, upon the recommendation of the student’s department and approval by the Graduate School and the Fellowship Program Selections Committee.","Disciplines: Engineering, Technology",NC State University,"Keywords: Computer Engineering, Computer Science, Cybersecurity, Information Technology, North Carolina, North Carolina State University",Work Experience: Any,https://www.profellow.com/fellowship/gaann-fellowship-in-cyber-security-of-power-systems/
Nancy and Frank Kudla Endowed Fellowship In Cybersecurity,Type: Masters Fellowships,"The Kudla Fellows program is a prestigious and competitive graduate fellowship program. The program supports graduate student research and education in cyber security. To qualify for a Kudla Fellowship, you must be a UTSA Master of Science in Information Technology (MSIT), Cyber Security concentration student. Fellows get access to state-of-the-art cyber security research laboratories and collaborate with world-class cyber security researchers during a paid graduate research assistantship. Receive up to $12,000 per year toward your program tuition and fees.",Disciplines: Technology,University of Texas at San Antonio,"Keywords: Computer Engineering, Computer Science, Cyber Security, Cybersecurity, Information Technology, Kudla Fellowship, Masters Funding, University of Texas",Work Experience: Any,https://www.profellow.com/fellowship/nancy-and-frank-kudla-endowed-fellowship-in-cybersecurity/
CISA Cyber Innovation Fellows Initiative,Type: Professional Fellowships,"The CISA Cyber Innovation Fellows initiative offers senior technical experts from across the private sector the opportunity to embed in CISA’s cybersecurity teams for their professional development benefit and to the benefit of CISA’s growing mission space. Participants will help to innovate the agency’s approach to cybersecurity, while also gaining awareness of CISA’s mission which will enhance the participant’s own skills and knowledge. If accepted, Fellows will be assigned a position, based on background and qualifications, and serve on a part-time basis of one to two days per week for a period of up to four months. Fellows will be compensated solely by their private sector employer.",Disciplines: Technology,Cybersecurity and Infrastructure Security Agency,"Keywords: Artificial Intelligence, Cloud Engineering, Cloud Security, Cyber Risk Evaluation, Cyber Security, Cybersecurity, Federal Cybersecurity, Machine Learning, Machine Learning Expert, Mid-Career, Remediation and Mitigation, Short-term, Technical Experts, Threat Intelligence","Work Experience: 5-10, 10+",https://www.profellow.com/fellowship/cisa-cyber-innovation-fellows-initiative/
NYU Cyber Fellows Program,Type: Masters Fellowships,"The NYU Cyber Fellows program is a master’s degree initiative designed to respond to concerns over the growing shortfall in the number of cybersecurity professionals.  NYU Cyber Fellows receive scholarships that cover roughly 75% of tuition for US residents, and as a part-time program, that offers much of the course work online, it is also an accessible program for those currently working full-time. Among the many advantages of the NYU Cyber Fellows program is that the students are given access to NYC3’s Cyber Range — a virtual training network designed to prepare students to respond to real-life threats in real time.",Disciplines: Technology,NYU Center for Cyber Security,"Keywords: Computer Engineering, Computer Science, Cybersecurity, Information Technology, Masters Funding, New York City, NYU",Work Experience: Any,https://www.profellow.com/fellowship/nyu-cyber-fellows-program/
Curtis B. Smith Cybersecurity Fellowship,"Type: Doctoral Fellowships, Masters Fellowships, Undergraduate Fellowships","The Curtis B. Smith Cybersecurity Fellowship supports high-achieving students enrolled in any degree program at the UC Berkeley School of Information who have an interest in the field of cybersecurity or a research focus on cybersecurity. The Smith Fellowship is awarded annually in the fall semester. A total of $3,000 may be awarded each year: either a single award of $3,000 or multiple smaller awards totaling up to $3,000, at the discretion of the fellowship committee. The Smith Fellowship is open to all current UC Berkeley School of Information graduate students; students in the MICS, MIDS, 5th Year MIDS, MIMS, and Ph.D. programs are all eligible to apply.",Disciplines: Technology,UC Berkeley School of Information,"Keywords: California, Computer Engineering, Computer Science, Cyber Security, Cybersecurity, Cybersecurity Policy, Information Technology, Technology Policy, UC Berkeley",Work Experience: Any,https://www.profellow.com/fellowship/curtis-b-smith-cybersecurity-fellowship/
The Julian Chin PhD Fellowship in Cybersecurity,Type: Doctoral Fellowships,"The Julian Chin PhD Fellowship in Cybersecurity will enable students to follow in the footsteps of Julian Chin, renowned for solving the most challenging technical problems facing the national security community. The Julian Chin Ph.D. Fellowship in Cybersecurity is open to U.S. citizens who plan full-time, uninterrupted study toward a Ph.D. at Virginia Tech and under the supervision of faculty at the Virginia Tech National Security Institute. The fellowship includes a yearly stipend of $38,000 and up to four years of total support, depending on renewal.",Disciplines: Technology,Virginia Tech,"Keywords: Cyber Security, Cybersecurity, Doctoral Fellowship, Ph.D., PhD Fellowship, Virginia Tech",Work Experience: Any,https://www.profellow.com/fellowship/the-julian-chin-phd-fellowship-in-cybersecurity/
CISAC Fellowship Programs,"Type: Doctoral Fellowships, Post-doctoral Fellowships","CISAC offers a rich variety of fellowships for scholars who want to spend an academic year researching an international security issue. CISAC fellows (predoctoral, postdoctoral, and junior faculty) may focus on a variety of security topics, including nuclear weapons policy and nonproliferation; nuclear energy; digital security (cyber, artificial intelligence, and autonomous systems); biosecurity and global health; insurgency, terrorism and civil conflict; national security strategies; and global governance. Applicants are welcome from the U.S. and abroad. There are many fellowship opportunities by research area. Applicants will be considered for all fellowships for which they are deemed eligible.",Disciplines: Technology,Center for International Security and Cooperation (CISAC),"Keywords: Biotechnology Innovation, Cyber Policy, Cyber Security, Cybersecurity, Cybersecurity Policy, Doctoral Research, International Security, National Security, Postdoctoral Research, Security Fellowship, Security Studies",Work Experience: Any,https://www.profellow.com/fellowship/cisac-fellowship-programs/
Intelligence and Cybersecurity Diversity Fellowship Program,"Type: Masters Fellowships, Undergraduate Fellowships, Professional Fellowships","The Intelligence and Cybersecurity Diversity Fellowship Program is designed to help DHS recruit, retain, and reward the best and brightest in the fields of intelligence or cybersecurity. The program provides qualified students opportunities to work alongside highly skilled intelligence or cybersecurity professionals at DHS, gain hands-on technical experience, interact with experts and peers at professional development events and expand their professional network at national conferences. During the 12-week program, participants will be immersed in a federal work environment by collaborating with subject matter expert mentors on projects and performing assigned tasks on the intelligence and cybersecurity track.",Disciplines: Technology,U.S. Department of Homeland Security,"Keywords: Cybersecurity, Cybersecurity Professional, HBCU, Homeland Security, Intelligence and Cybersecurity",Work Experience: Any,https://www.profellow.com/fellowship/intelligence-and-cybersecurity-diversity-fellowship-program/
Cybersecurity Student Fellows Program,Type: Masters Fellowships,"To promote the interdisciplinary study of cybersecurity issues the Strauss Center established the Cybersecurity Student Fellows Program to encourage full-time, in-residence graduate students from all departments who have an interest in cybersecurity to take relevant courses from outside their home department, to reward students who pursue this approach with formal recognition, to generate a cross-campus community of interest featuring a speaker series and mentoring, and to provide financial support for cybersecurity-related research, conference attendance, and the like.",Disciplines: Technology,Strauss Center for International Security & Law,"Keywords: Cyber Fellows, Cyber Security, Cybersecurity, Strauss Center",Work Experience: Any,https://www.profellow.com/fellowship/cybersecurity-student-fellows-program/
Columbia HBCU Fellowship Program,Type: Masters Fellowships,"The Columbia HBCU Fellowship Program prepares talented, high-performing HBCU graduates to lead, innovate, drive community impact, and advance their professional industries through program engagement, mentorship, and career development opportunities. To be eligible, students must meet current HBCU seniors or recent graduates and apply to a School of Professional Studies full-time Master of Science program for the fall term.  Columbia HBCU Fellowship Program Benefits are Full tuition, On-campus housing, Community engagement and programming, Stipend, and Access to the global Columbia alumni network.","Disciplines: Medicine / Health Sciences, Science, Business, Engineering, Technology",Columbia University School of Professional Studies,"Keywords: Columbia, Columbia University, Full Funding, HBCU, HBCU Graduates, HBCU Senior, Recent graduate",Work Experience: Any,https://www.profellow.com/fellowship/columbia-hbcu-fellowship-program/
United States Digital Corps Fellowship,Type: Professional Fellowships,"The U.S. Digital Corps is a two‑year fellowship to launch your career at the intersection of technology and public service. The fellowship is a paid, full‑time position offering competitive salaries and benefits. Fellows will be able to convert to a full‑time career position upon successfully completing the program. The Digital Corps will support in‑person, hybrid, and distributed Fellows, subject to the telework policies of host agencies. The U.S. Digital Corps is an early‑career technology opportunity for recent graduates from qualifying associates, undergraduate, and graduate degree programs, reskilling, and other certificate programs. The five broad skill tracks are software engineering, data science and analytics, product management, design, and cybersecurity.","Disciplines: Public Service, Technology",United States Digital Corps,"Keywords: Cybersecurity, Data Analytics, Data Science, Early Career, Product Management, Public Service, Recent graduates, Software Engineering, Technology, Technology Opportunity",Work Experience: Any,https://www.profellow.com/fellowship/united-states-digital-corps-fellowship/
McCall MacBain Scholarships,Type: Masters Fellowships,"The McCall MacBain Scholarships are about much more than financial support. This program brings together a diverse group of scholars who aspire to lead with purpose – individuals who have demonstrated leadership potential and an inner drive to make a positive impact in other people’s lives. As a McCall MacBain Scholar, you’ll be able to pursue a fully funded master’s or second-entry professional undergraduate program at McGill University in Canada. The scholarship covers tuition and fees for the full normal duration of the master’s or professional program, a living stipend of $2,000 CAD per month during academic terms, and a relocation grant for moving to Montréal. The program is open to full-time students in all disciplines.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",McGill University,"Keywords: Canada, Full Funding, Graduate Scholarships, Graduate Study, Master's Fellowships, McGill, McGill University",Work Experience: Any,https://www.profellow.com/fellowship/mccall-macbain-scholarships/
Kapor Fellows Venture Capital Program,"Type: Summer Fellowships, Professional Fellowships","The Kapor Fellows Venture Capital Program is designed to provide career pathways to exponentially accelerate the number of underrepresented individuals entering tech companies, venture capital, and tech-based entrepreneurship.  The cohort-based model connects individuals at various stages of their professional careers from various industries. This provides Fellows the opportunity to learn from one another as well as mentors. Fellows also have the opportunity to attend and participate in a variety of industry events throughout the summer. All Fellows are paid a living wage throughout the 10 weeks of the program. We also provide a computer and other tech equipment as needed.","Disciplines: Business, Technology",Kapor Center,"Keywords: Entrepreneurs, Entrepreneurship, Kapor Fellows, Professional Development, Startups, Technologist, Technology, Venture Capital",Work Experience: 0-5,https://www.profellow.com/fellowship/kapor-fellows-venture-capital-program/
oSTEM Scholarship Program,"Type: Masters Fellowships, Undergraduate Fellowships","Through the oSTEM Scholarship program, 15 scholarships are provided to the students who are attending community college, undergraduate, or graduate institutions to pursue a degree in a STEM field and must have completed at least one semester of higher education. The award amount is up to $5000. Applicants must identify as a member of the LGBTQ+ community. The general application can be used to apply to any (and multiple) of the scholarships that we offer. Applicants must be attending an institution based in a country where oSTEM has active chapters: the USA, United Kingdom, Canada, and Mexico.","Disciplines: Science, Engineering, Technology",oSTEM,"Keywords: Canada, Community College, LGBTQ, LGBTQ Community, LGBTQ Graduates, LGBTQ Undergraduates, Mexico, oSTEM Scholarship, STEM, STEM Fellowships, Undergraduate, United Kingdom, USA",Work Experience: Any,https://www.profellow.com/fellowship/ostem-scholarship-program/
Out to Innovate Scholarship,"Type: Masters Fellowships, Undergraduate Fellowships","The Out to Innovate Scholarships, established in 2011, are intended for LGBTQ+ undergraduate and graduate students pursuing degrees in science, technology, engineering, or mathematics (STEM) programs. The scholarships are designed to promote academic excellence and increased the visibility of talented LGBTQ+ students in STEM careers. The Scholarships program honor students who support a creative educational community that increases the visibility and the accomplishments of LGBTQ+ and supportive students and encourages students to be out in their careers and support diversity in the STEM workforce.","Disciplines: Science, Engineering, Technology",NOGLSTP,"Keywords: Engineering, Lesbian Scientists, LGBTQ, LGBTQ Students, Mathematics, Science, STEM, STEM Fellowships, Technology",Work Experience: Any,https://www.profellow.com/fellowship/noglstp-out-to-innovate-scholarship/
OGD Diversity and Community Fellows Program,Type: Masters Fellowships,"The Office for Graduate Diversity (OGD) is seeking Diversity and Community Fellows for the current academic year. Diversity and Community Fellows, individually and collectively, will advance and implement the Diversity and Inclusion goals of OGD and the Graduate Division. Critical components of this work will include but are not limited to, supporting an inclusive graduate community and enhancing the cultural, academic, and professional experience of historically underrepresented students (e.g., students of color, LGBTQ+ students, undocumented students, etc.). Diversity and Community Fellows will receive a stipend of $7,500 per academic year, paid at the start of each semester.","Disciplines: Education, Social Sciences / Liberal Arts, Medicine / Health Sciences, Science, Business, Creative Arts, Communications, Engineering, Public Service, Technology, Law, International Affairs",University of California Berkeley,"Keywords: First Generation College Students, Graduate Fellowships, Graduate Study, LGBTQ, LGBTQ Students, students of color, Underrepresented Students, undocumented students",Work Experience: Any,https://www.profellow.com/fellowship/ogd-diversity-and-community-fellows-program/
Internet Society Early Career Fellowship,Type: Professional Fellowships,"The Early Career Fellowship offers unparalleled access to world-class experts, and eminent scholars from the Oxford Internet Institute. It also offers project management, advocacy, and diplomacy know-how, providing the foundation for Fellows to become future champions of the Internet. A cohort of 15 Fellows is selected once a year to participate in the 5-month program. Fellows can develop their knowledge and skills through seminars, events, courses, discussion sessions, and project work. Candidates must be early career professionals working in the Internet ecosystem in a technical, policy, economic, or social capacity who have initiated or are interested in projects designed to grow or strengthen the Internet.",Disciplines: Technology,Internet Society,"Keywords: Early Career, Internet, Internet Champions, Internet Ecosystem, Internet Policy, Internet Policy Fellowship, Internet Society, Professional Development",Work Experience: 0-5,https://www.profellow.com/fellowship/internet-society-early-career-fellowship/
Internet Society Mid Career Fellowship,Type: Professional Fellowships,"The Mid Career Fellowship is a unique opportunity that offers 15 Fellows unparalleled access to world-class educational institutions and experts in a seven-month program, from June through December. It equips global mid-career Internet champions with the knowledge, skills, and tools to enable inclusive, innovative, holistic, and strategic leadership. The fellows work throughout five modules which have live lectures and assessments and culminate in a symposium to showcase the work they’ve completed. Candidates must have an undergraduate degree and ten years of relevant experience. Ideal applicants are mid-career professionals in leadership roles, working in the Internet ecosystem in a technical, policy, economic, or social capacity.",Disciplines: Technology,Internet Society,"Keywords: Internet, Internet Champions, Internet Ecosystem, Internet Policy, Leadership, Leadership Training, Mid-Career, Mid-Career Professionals, Professional Development",Work Experience: 10+,https://www.profellow.com/fellowship/internet-society-mid-career-fellowship/
